CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Exited,Satisfaction Score,Point Earned,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Geography_Germany,Geography_Spain,Gender_Male,CHURN_PREDICT,CHURN_PROB
516,33,7,115195.58,1,1,11205.5,0,4,943,0,0,0,0,0,1,0,0.1154
789,43,9,116644.29,2,1,60176.1,0,3,642,0,0,1,1,0,0,0,0.3503
598,20,8,180293.84,2,1,29552.7,0,1,664,0,0,1,1,0,1,0,0.1235
669,30,7,139872.81,1,1,188795.85,0,3,302,0,0,1,1,0,0,0,0.2896
645,24,3,34547.82,1,1,11638.17,0,2,581,0,0,1,0,0,0,0,0.4463
659,32,9,0.0,2,1,93155.75,0,1,428,0,1,0,0,0,0,0,0.0656
833,29,1,96462.25,2,0,48986.18,0,4,298,0,1,0,1,0,1,0,0.1172
697,40,7,130334.35,2,0,116951.1,0,4,850,0,1,0,0,1,0,0,0.4201
580,39,3,119688.81,1,1,137041.26,0,4,804,0,0,0,1,0,1,1,0.6272
691,38,1,0.0,2,0,44653.5,0,1,885,1,0,0,0,0,1,0,0.0604
534,52,1,0.0,3,1,104035.41,1,5,278,0,0,1,0,0,1,1,0.6614
478,32,6,71187.24,1,1,110593.62,0,3,248,1,0,0,0,0,0,0,0.1594
572,47,2,0.0,2,1,36099.7,0,4,991,1,0,0,0,0,0,0,0.2422
501,37,4,0.0,2,0,12470.3,0,4,453,1,0,0,0,0,1,0,0.0469
624,38,8,0.0,2,1,95403.41,0,5,735,0,1,0,0,1,0,0,0.1092
595,39,9,136422.41,1,1,151757.81,0,1,379,0,1,0,0,0,0,0,0.3182
603,30,8,0.0,2,1,47536.46,0,5,320,1,0,0,0,0,1,0,0.0352
602,25,0,0.0,2,1,101274.17,0,1,502,0,1,0,0,0,0,0,0.1039
500,34,6,0.0,1,1,140268.45,0,2,523,0,1,0,0,0,0,0,0.3791
422,41,6,153238.88,1,1,11663.09,0,5,741,1,0,0,0,0,1,0,0.4388
615,35,7,0.0,2,1,150784.29,0,1,948,1,0,0,0,0,1,0,0.0218
635,78,6,47536.4,1,1,119400.08,0,4,896,1,0,0,0,0,0,0,0.4163
711,32,1,0.0,2,1,126188.42,0,4,296,0,0,1,0,0,0,0,0.0843
834,36,8,142882.49,1,1,89983.02,1,3,328,0,0,0,0,0,1,0,0.2465
633,44,7,0.0,2,1,29761.29,0,2,627,0,0,1,0,0,0,0,0.1211
650,31,1,160566.11,2,0,27073.81,0,1,404,0,0,0,0,0,0,0,0.1586
743,65,2,131935.51,1,1,96399.67,1,3,399,0,0,1,1,0,1,1,0.8779
567,38,6,127678.8,2,0,45422.89,0,1,871,1,0,0,0,0,1,0,0.1514
706,46,4,105214.58,1,1,108699.59,1,3,635,0,1,0,1,0,0,1,0.9548
638,46,9,139859.54,1,1,38967.29,0,4,946,1,0,0,0,0,1,0,0.3627
641,38,3,0.0,2,1,116466.19,0,4,975,0,0,0,0,0,0,0,0.1206
574,34,5,112324.45,2,1,17993.43,0,4,674,1,0,0,0,0,0,0,0.1381
642,30,8,134497.27,1,0,43250.54,0,3,999,1,0,0,1,0,1,0,0.2483
722,35,1,120171.58,1,1,125240.8,0,2,324,0,0,1,0,1,0,0,0.2107
623,23,1,106012.2,2,0,191415.94,0,2,919,1,0,0,0,0,1,0,0.0953
681,25,5,0.0,1,0,90860.97,0,4,875,0,0,0,0,0,1,0,0.2169
530,34,8,0.0,2,0,141872.52,0,2,781,1,0,0,0,0,0,0,0.0644
797,55,10,0.0,4,1,49418.87,1,1,248,1,0,0,0,0,0,1,0.6267
653,51,3,0.0,1,1,170426.65,1,3,435,0,0,1,0,0,1,1,0.8455
850,42,8,119839.69,1,0,51016.02,1,2,303,1,0,0,1,0,1,1,0.6781
581,34,1,0.0,2,0,81175.25,0,3,602,0,0,1,0,1,1,0,0.0493
589,38,8,92219.21,1,1,99106.97,0,2,554,0,1,0,1,0,1,0,0.4525
555,48,3,142055.41,2,0,79134.78,0,3,263,0,0,1,1,0,1,0,0.4411
748,49,7,29602.08,1,0,163550.58,1,4,699,0,0,1,0,0,0,1,0.9427
745,46,7,0.0,2,1,67769.94,0,4,483,0,1,0,0,0,0,0,0.2167
730,34,1,0.0,2,1,126592.01,0,3,865,0,0,0,0,0,1,0,0.0297
565,44,1,0.0,2,0,89602.81,0,1,691,0,0,1,0,0,0,0,0.2007
778,37,3,141803.77,1,0,179421.84,0,3,397,1,0,0,0,0,1,0,0.1475
812,24,10,0.0,2,1,156906.15,0,1,658,0,1,0,0,0,1,0,0.0422
526,42,1,0.0,1,0,168486.02,0,1,593,1,0,0,0,0,1,1,0.5127
708,47,0,126589.12,2,0,132730.07,1,5,856,1,0,0,0,0,0,1,0.5402
680,33,2,108393.35,1,0,39057.67,0,3,425,1,0,0,0,0,1,0,0.1178
567,43,2,115643.58,2,0,174606.35,0,2,754,0,0,0,0,1,1,0,0.3051
564,48,5,132876.23,1,1,79259.77,0,1,741,0,0,0,0,1,1,1,0.5595
709,24,3,110949.41,1,1,168515.61,0,5,234,0,0,0,0,0,0,0,0.1913
629,46,1,130666.2,1,1,161125.67,1,1,586,0,0,1,0,0,1,1,0.685
510,45,10,103821.47,2,0,77878.62,0,3,413,0,0,1,0,0,0,0,0.4526
506,32,3,0.0,1,1,80823.02,0,3,619,0,1,0,0,0,0,0,0.27
605,39,7,0.0,1,0,119348.28,0,4,307,0,0,0,0,0,1,0,0.445
650,32,1,132187.73,2,1,178331.36,0,2,960,0,1,0,0,1,1,0,0.0773
850,49,8,98649.55,1,1,119174.88,1,5,568,0,1,0,1,0,1,1,0.6485
489,38,2,126444.08,2,1,82662.73,0,4,526,0,0,1,1,0,1,0,0.211
659,30,8,154159.51,1,1,40441.1,0,4,426,0,0,0,1,0,0,0,0.2947
753,43,5,0.0,2,1,109881.71,0,5,834,0,0,1,0,0,0,0,0.1597
477,48,8,129250.0,2,1,157937.35,0,1,885,0,1,0,1,0,1,0,0.4307
610,45,3,0.0,1,1,38276.84,1,2,589,0,0,0,0,1,0,1,0.8558
619,33,2,167733.51,2,1,65222.48,0,1,319,0,0,1,0,0,0,0,0.1572
619,31,2,56116.3,2,0,2181.94,0,2,972,1,0,0,1,0,0,0,0.1629
758,30,3,141581.08,1,1,156249.06,0,2,797,0,0,1,0,0,0,0,0.2536
516,50,7,139675.07,2,1,45591.23,0,3,794,1,0,0,1,0,1,0,0.3823
789,27,8,66201.96,1,1,79458.12,0,1,332,0,0,0,0,0,0,0,0.2128
687,44,9,0.0,2,0,103042.2,1,4,309,0,0,0,0,0,0,0,0.2627
485,34,3,133658.24,1,1,70209.83,0,2,456,0,0,1,1,0,1,1,0.64
446,25,3,136202.78,1,1,176743.51,0,4,610,1,0,0,1,0,1,0,0.3124
597,60,0,131778.08,1,0,10703.53,1,4,762,0,0,1,0,0,0,1,0.6597
712,74,5,0.0,2,0,151425.82,0,2,942,1,0,0,0,1,1,0,0.1354
522,34,3,0.0,2,1,3894.34,0,1,732,0,1,0,0,0,0,0,0.0801
805,26,8,42712.87,2,1,28861.69,0,4,796,1,0,0,1,0,0,0,0.1556
781,28,4,0.0,2,1,177703.15,0,4,602,0,0,1,0,0,0,0,0.0381
689,57,4,0.0,2,1,136649.8,1,2,909,1,0,0,0,1,0,0,0.2906
670,31,1,142631.54,2,1,175894.24,0,1,804,0,0,1,1,0,1,0,0.155
670,33,2,141204.65,2,1,76257.46,0,5,814,1,0,0,0,0,1,0,0.0803
524,25,7,131402.21,1,0,193668.49,0,4,997,0,1,0,1,0,0,0,0.2924
734,39,3,92636.96,2,1,125671.29,0,2,659,0,0,1,0,1,0,0,0.2566
489,51,3,0.0,2,0,174098.28,1,3,683,1,0,0,0,0,0,0,0.3851
578,31,5,102088.68,4,0,187866.21,1,4,645,0,0,1,1,0,0,1,0.7445
622,39,9,0.0,2,0,100862.36,0,2,814,0,1,0,0,1,1,0,0.067
843,38,8,134887.53,1,1,10804.04,0,1,923,0,0,0,0,0,0,0,0.2496
687,48,4,0.0,2,1,170893.85,0,5,510,0,0,1,0,0,1,0,0.1304
700,28,8,159900.38,1,0,22698.56,0,1,227,1,0,0,0,1,1,0,0.1768
410,50,2,102278.79,2,1,89822.48,0,5,749,0,1,0,1,0,0,1,0.5906
537,41,0,0.0,2,0,175262.49,0,5,866,0,0,1,0,0,0,0,0.1762
780,43,0,0.0,1,0,15705.27,0,1,245,0,0,0,0,0,0,1,0.5265
652,58,6,0.0,2,0,170025.43,0,2,596,0,0,0,0,1,1,0,0.1744
620,35,0,76989.97,1,1,17242.79,0,4,739,0,1,0,1,0,1,0,0.3432
697,23,10,0.0,2,1,79734.23,0,3,968,0,0,1,0,0,0,0,0.0772
786,35,3,0.0,2,1,92712.97,0,3,529,0,1,0,0,0,1,0,0.0427
850,39,5,114491.82,1,1,99689.48,0,2,949,0,1,0,1,0,0,0,0.424
749,54,3,144768.94,1,1,93336.3,1,1,378,0,0,1,1,0,1,1,0.7458
445,31,7,145056.59,1,1,175893.53,0,4,946,0,1,0,0,0,1,0,0.1351
443,50,3,117206.3,1,1,42840.18,1,1,792,0,1,0,1,0,1,1,0.8553
637,41,2,138014.4,2,1,140298.24,0,1,823,1,0,0,1,0,1,0,0.2349
616,45,6,128352.59,3,1,144000.59,1,5,584,0,0,0,1,0,0,1,0.9391
756,23,1,112568.31,1,1,113408.11,0,5,965,0,0,0,0,0,0,0,0.1539
644,33,2,0.0,1,1,96420.58,0,1,482,0,0,0,0,0,1,0,0.3145
850,41,1,176958.46,2,0,125806.3,0,2,751,1,0,0,1,0,1,0,0.2318
703,38,9,99167.54,1,1,65720.92,0,4,786,1,0,0,1,0,0,1,0.5306
684,42,3,103210.27,1,1,31002.03,0,4,521,0,1,0,0,1,0,1,0.5492
706,48,10,104478.12,3,0,158248.71,1,1,574,1,0,0,1,0,0,1,0.9034
580,61,8,125921.37,1,1,94677.83,0,5,700,0,0,0,0,1,1,0,0.4486
777,35,3,0.0,2,1,17257.72,0,2,616,1,0,0,0,1,0,0,0.0801
676,48,3,80697.44,1,0,101397.86,0,3,856,0,0,1,1,0,1,1,0.5481
708,44,2,161887.81,2,1,84870.23,0,3,602,0,0,0,0,0,0,0,0.4404
809,24,7,109558.36,1,1,183515.13,0,5,483,1,0,0,0,0,1,0,0.0898
588,38,1,124271.26,1,1,75969.19,0,3,922,0,0,0,0,0,1,0,0.2276
623,43,1,0.0,2,1,146379.3,0,2,508,0,0,1,0,0,1,0,0.1025
537,42,1,190569.23,1,0,127154.8,0,2,341,0,0,0,0,1,1,1,0.5382
536,53,2,143923.96,1,1,2019.78,1,1,572,0,0,0,0,1,1,1,0.5311
769,48,2,96542.16,2,0,197885.72,0,3,827,0,0,0,0,0,1,0,0.3189
690,33,5,0.0,2,1,138017.68,0,3,787,0,1,0,0,0,1,0,0.0101
771,45,0,139825.56,1,0,170984.97,1,5,727,1,0,0,0,1,1,0,0.4444
497,24,6,111769.14,2,1,55859.27,0,4,711,0,0,0,1,0,1,0,0.1325
622,37,4,0.0,2,1,4459.5,0,3,882,0,1,0,0,1,1,0,0.0562
602,30,9,113672.18,2,0,102135.92,0,4,653,0,0,1,0,1,1,0,0.2111
543,32,7,147256.86,1,1,112771.95,0,3,932,0,0,0,0,0,0,0,0.1532
520,45,7,107023.03,1,1,32903.93,0,3,469,1,0,0,0,1,1,0,0.4988
669,37,1,125529.55,1,1,162260.93,0,5,720,0,1,0,0,0,1,0,0.1535
631,41,0,0.0,1,0,87959.83,0,2,557,0,1,0,0,1,0,1,0.5324
537,48,4,131834.8,1,1,166476.95,1,3,925,0,0,0,1,0,1,1,0.8973
732,62,2,0.0,2,1,25438.87,0,3,780,0,1,0,0,0,1,0,0.1522
844,56,5,99529.7,1,0,157230.06,1,1,293,0,1,0,0,1,1,1,0.5767
838,35,0,0.0,2,0,197305.91,0,1,502,0,0,1,0,1,1,0,0.0975
652,27,10,107303.72,2,0,44435.76,0,2,986,1,0,0,0,0,1,0,0.0817
660,33,0,72783.42,1,0,181051.99,0,1,553,0,1,0,0,0,1,0,0.1693
692,44,8,0.0,1,0,159069.37,0,4,706,0,1,0,0,1,0,1,0.6452
588,35,0,0.0,2,1,155485.24,0,3,496,0,1,0,0,0,0,0,0.1173
533,22,10,115743.6,1,0,43852.05,0,3,706,1,0,0,1,0,0,0,0.4043
850,43,4,161256.53,1,1,140071.57,0,5,791,0,0,1,0,0,1,0,0.3949
511,27,8,0.0,2,1,49089.36,0,2,865,0,0,1,0,0,1,0,0.0197
530,44,6,0.0,2,0,55893.37,0,5,333,0,0,1,0,1,1,0,0.1913
554,31,1,0.0,2,0,192660.55,0,2,759,0,1,0,0,0,1,0,0.0557
585,40,3,162261.01,2,1,137028.51,0,3,846,0,1,0,1,0,0,0,0.3237
754,39,3,74896.33,1,0,34430.16,0,1,787,0,1,0,0,0,1,0,0.2714
474,54,3,0.0,1,1,108409.17,1,2,427,0,1,0,0,0,1,1,0.7765
837,35,0,144037.6,1,1,145325.32,0,5,860,0,0,0,1,0,1,0,0.2192
567,23,9,93522.2,1,0,81425.61,0,5,327,0,0,1,0,0,0,0,0.1762
800,38,1,0.0,2,1,51553.43,0,5,959,0,0,0,0,1,1,0,0.0657
646,18,10,0.0,2,0,52795.15,0,5,938,1,0,0,0,0,1,0,0.0857
627,38,8,106922.92,2,0,84270.09,0,5,305,1,0,0,1,0,1,0,0.1799
505,26,8,112972.57,1,1,145011.62,0,2,591,0,1,0,0,0,1,0,0.1116
566,35,1,123042.0,1,1,66245.44,1,1,704,0,0,0,1,0,0,1,0.706
619,33,3,100488.92,2,0,36446.74,0,4,522,0,1,0,1,0,0,0,0.1845
757,44,4,123322.15,1,1,137136.29,0,2,521,1,0,0,0,0,0,1,0.6406
648,32,0,0.0,1,0,117323.31,0,4,674,0,0,1,0,0,1,0,0.2434
621,42,8,68683.68,1,1,74157.71,0,4,642,0,0,1,0,1,1,0,0.4687
543,49,6,59532.18,1,1,104253.56,0,3,301,0,0,1,1,0,1,0,0.4784
658,43,7,140260.36,2,1,2748.72,0,4,643,0,0,0,0,0,0,0,0.3307
633,50,7,88302.65,1,1,195937.16,0,4,382,0,0,0,1,0,1,0,0.4633
648,19,1,0.0,2,0,22101.86,0,4,303,1,0,0,0,0,0,0,0.0544
501,40,5,114655.58,1,0,126535.92,0,4,844,1,0,0,1,0,1,1,0.6707
683,42,4,148283.94,1,1,44692.63,1,4,268,0,0,1,0,0,0,1,0.7017
619,38,1,0.0,1,1,112442.63,1,4,989,0,1,0,0,1,0,0,0.434
705,35,3,0.0,2,0,66331.01,0,3,547,1,0,0,0,0,0,0,0.0923
638,53,1,123916.67,1,1,16657.68,1,3,639,0,0,0,1,0,0,1,0.9601
710,31,1,0.0,2,1,20081.3,0,3,572,0,1,0,0,0,0,0,0.1264
590,54,4,0.0,2,1,93820.49,1,4,723,0,1,0,0,0,0,0,0.251
725,43,2,165896.0,2,1,130795.52,0,2,527,0,0,1,0,0,1,0,0.3429
638,32,0,0.0,2,1,160129.99,0,2,530,0,0,1,0,0,0,0,0.1015
791,36,6,111168.97,1,1,189969.91,0,1,741,0,0,0,0,0,1,0,0.1449
702,40,1,103549.24,1,0,9712.52,1,3,804,0,0,0,0,0,0,1,0.5415
607,32,6,0.0,2,0,196062.01,0,2,952,0,0,1,0,0,0,0,0.0494
535,30,6,103804.97,1,1,125710.53,0,3,553,0,1,0,0,0,1,0,0.1503
651,45,2,165901.59,2,1,23054.51,1,1,834,0,0,0,0,0,1,0,0.4594
506,59,8,119152.1,2,1,170679.74,0,2,979,0,0,1,1,0,1,0,0.4458
511,57,8,122950.31,1,1,181258.76,0,2,757,1,0,0,0,1,0,1,0.6143
757,51,1,0.0,1,1,22835.13,1,2,740,0,0,1,0,0,0,1,0.871
768,49,1,133384.66,1,1,102397.22,1,2,684,0,1,0,1,0,1,1,0.924
757,32,9,0.0,2,1,115950.96,0,5,335,0,0,0,0,0,1,0,0.0412
663,64,6,0.0,2,0,15876.52,0,5,653,0,0,0,0,1,1,0,0.1393
537,37,7,158411.95,4,1,117690.58,1,3,888,0,0,0,1,0,0,1,0.8246
570,29,4,122028.65,2,1,173792.77,0,3,456,1,0,0,1,0,1,0,0.1047
850,35,5,0.0,1,1,80992.8,0,5,838,0,1,0,0,0,0,0,0.2833
661,64,8,128751.65,2,1,189398.18,1,3,254,1,0,0,1,0,0,0,0.4747
659,54,8,133436.52,1,1,56787.8,0,4,344,0,0,0,0,0,1,1,0.5822
454,40,2,123177.01,1,1,148309.98,0,1,247,0,0,1,0,1,1,0,0.3557
708,59,2,0.0,1,1,179673.11,1,4,421,0,0,1,0,0,0,1,0.8951
720,37,2,120328.88,2,1,138470.21,0,1,302,0,0,0,0,0,0,0,0.2263
785,39,1,130147.98,1,1,163798.41,1,1,526,0,0,1,0,0,0,0,0.3295
743,36,8,92716.96,1,1,33693.78,0,5,338,0,0,1,0,1,0,0,0.2226
493,48,7,0.0,2,1,48545.1,0,3,592,0,0,1,0,1,0,0,0.1796
557,34,3,0.0,1,0,123427.98,0,4,489,1,0,0,0,1,1,0,0.2502
850,40,1,76914.21,1,1,174183.44,0,2,810,0,0,0,0,0,1,0,0.3283
799,32,3,106045.92,2,1,17938.0,0,2,535,0,0,1,0,0,0,0,0.1065
756,34,1,103133.26,1,1,90059.04,0,4,527,0,0,1,0,0,1,0,0.1429
752,38,0,145974.79,2,1,137694.23,0,5,884,0,1,0,0,0,1,0,0.1386
696,36,3,0.0,3,1,65039.9,0,1,349,0,1,0,0,1,0,1,0.5104
630,49,1,0.0,2,0,162858.29,0,3,998,1,0,0,0,1,0,0,0.2718
659,38,9,0.0,2,1,35701.06,0,3,609,1,0,0,0,1,0,0,0.1186
685,39,9,0.0,2,1,18826.06,0,3,632,1,0,0,0,1,1,0,0.0554
599,31,3,0.0,1,1,130086.47,1,4,936,1,0,0,0,1,0,0,0.3376
559,31,1,139183.06,1,0,143360.56,0,1,529,0,0,0,0,1,0,0,0.1995
615,19,5,0.0,2,1,159920.92,0,3,594,0,0,0,0,1,1,0,0.0411
580,36,3,74974.89,1,1,12099.67,0,3,649,0,0,1,1,0,0,0,0.395
487,44,6,61691.45,1,1,53087.98,0,1,936,0,0,1,0,1,1,0,0.4197
646,35,1,121952.75,2,1,142839.82,0,4,316,0,1,0,1,0,0,0,0.2652
811,35,7,0.0,1,1,178.19,0,5,997,0,0,1,0,0,0,0,0.2633
526,35,5,0.0,2,1,105618.14,0,3,557,0,1,0,0,1,1,0,0.027
767,37,7,0.0,2,1,24734.25,0,4,234,1,0,0,0,1,1,0,0.0748
548,33,1,80107.83,2,0,82245.67,0,3,524,1,0,0,0,0,0,0,0.1345
737,45,2,0.0,2,0,177695.67,0,2,614,1,0,0,0,1,0,0,0.1843
613,40,1,147856.82,3,0,107961.11,1,2,249,0,0,1,1,0,1,1,0.7891
711,36,8,0.0,2,1,55207.41,0,3,410,1,0,0,0,1,1,0,0.042
850,53,7,65407.16,2,0,182633.63,1,1,480,0,1,0,0,1,0,1,0.5537
752,53,8,114233.18,1,1,51587.04,0,4,347,0,1,0,0,0,0,1,0.7526
710,37,5,0.0,2,1,115403.31,0,1,875,0,0,1,0,0,0,0,0.0521
664,53,7,187602.18,1,1,186392.99,1,2,712,0,0,1,0,1,0,1,0.7754
510,22,3,156834.34,1,0,44374.44,0,2,821,0,0,0,0,0,0,0,0.1368
577,34,2,0.0,2,1,84033.35,0,5,309,0,1,0,0,0,0,0,0.0805
529,42,1,157498.9,1,1,82276.62,0,5,639,0,0,1,0,0,1,1,0.5242
757,44,9,0.0,2,1,177528.92,0,3,579,1,0,0,0,1,0,0,0.2188
691,41,2,0.0,1,1,56850.92,1,2,896,0,0,1,0,0,1,1,0.5566
621,34,8,0.0,1,0,47972.65,0,3,309,0,0,0,0,1,1,0,0.3093
709,35,2,0.0,2,1,104982.39,0,2,422,1,0,0,0,1,1,0,0.0501
756,19,4,130274.22,1,1,133535.29,0,4,546,0,0,1,0,1,1,0,0.1724
788,41,6,0.0,1,1,25571.37,0,2,718,0,0,1,0,0,0,1,0.6764
705,39,5,149379.66,2,1,96075.55,0,2,444,0,1,0,0,0,0,0,0.1911
483,29,9,0.0,1,1,81634.45,0,5,239,1,0,0,0,0,1,0,0.2016
719,35,1,100829.94,1,1,165008.97,0,3,657,1,0,0,0,1,1,0,0.131
793,32,1,96408.98,1,1,138191.81,0,5,338,0,0,0,1,0,0,0,0.3292
593,41,6,0.0,2,1,99136.49,0,4,313,0,0,1,0,0,1,0,0.0937
551,52,1,0.0,1,0,63584.55,1,1,605,0,1,0,0,0,1,1,0.6348
690,39,6,0.0,2,1,160532.88,0,1,517,0,1,0,0,0,1,0,0.0416
823,71,5,149105.08,1,0,162683.06,0,5,915,0,1,0,0,0,1,0,0.3176
512,39,3,0.0,1,1,134878.19,0,3,397,0,0,1,0,1,1,1,0.5292
802,41,5,0.0,2,1,134626.3,0,2,349,0,1,0,0,1,1,0,0.0944
450,34,2,0.0,2,1,175480.93,0,1,920,0,0,1,0,1,0,0,0.0715
651,41,1,90218.11,1,1,174337.68,0,5,343,0,1,0,1,0,1,0,0.4162
697,33,1,87347.7,1,1,172524.51,0,5,942,0,1,0,0,0,0,0,0.1901
611,28,2,0.0,2,0,25395.83,0,4,300,0,0,1,0,0,1,0,0.0307
643,33,0,137811.75,1,1,184856.89,0,3,262,1,0,0,0,0,0,0,0.2713
822,37,3,105563.0,1,1,182624.93,0,5,463,0,0,0,0,0,1,0,0.1283
632,38,4,0.0,2,0,192505.62,0,5,694,0,0,0,0,0,1,0,0.0682
575,26,7,0.0,2,1,112507.63,0,2,346,0,1,0,0,1,0,0,0.0643
672,31,6,91125.75,1,1,177295.92,0,4,597,0,0,0,0,0,1,0,0.14
517,39,3,0.0,2,0,12465.51,0,5,805,0,1,0,0,1,1,0,0.0681
621,39,8,0.0,2,1,36122.96,0,2,399,0,1,0,0,1,1,0,0.0593
775,77,6,135120.56,1,1,37836.64,0,1,538,1,0,0,1,0,0,0,0.4161
600,29,8,0.0,2,0,34747.43,0,4,738,0,0,1,0,0,1,0,0.0345
640,28,7,0.0,2,1,131097.9,0,5,611,0,0,0,0,0,1,0,0.0444
752,36,1,86837.95,1,1,105280.55,0,5,615,0,0,1,0,0,0,0,0.1903
613,26,4,100446.57,1,0,149653.81,0,1,292,0,0,0,0,0,1,0,0.1188
484,32,3,0.0,2,1,139390.99,0,4,644,0,0,0,0,0,0,0,0.038
511,33,3,0.0,2,1,132436.71,0,1,982,0,0,0,0,0,0,0,0.0272
745,32,2,0.0,4,0,179705.13,1,3,467,0,1,0,0,0,0,1,0.6463
786,32,6,114512.59,1,1,15796.66,0,3,229,0,0,0,0,1,0,0,0.1594
727,35,5,136364.46,1,0,142754.71,0,1,549,0,1,0,0,0,1,0,0.0955
622,31,5,106260.67,1,1,2578.43,0,4,660,0,0,1,0,0,1,0,0.1316
794,24,10,146126.75,1,1,88992.05,0,1,431,1,0,0,0,0,1,0,0.1873
636,52,4,111284.53,1,0,32936.44,1,2,858,0,1,0,0,1,1,1,0.5995
741,42,9,121056.63,2,1,39122.58,0,4,872,0,1,0,0,1,0,0,0.3827
687,34,5,128270.56,1,1,191092.62,0,3,908,1,0,0,0,0,1,0,0.1216
660,30,4,0.0,2,1,129149.06,0,3,309,0,0,0,0,1,1,0,0.0171
660,35,7,0.0,2,1,13218.6,0,5,759,1,0,0,0,0,1,0,0.0441
617,79,7,0.0,1,1,160589.18,0,3,424,0,0,1,0,0,0,0,0.3438
762,32,10,191775.65,1,1,179657.83,0,2,914,0,0,0,0,0,1,0,0.2142
752,35,2,0.0,1,1,44335.54,1,4,309,0,1,0,0,1,0,1,0.6189
561,34,4,85141.79,2,1,29217.37,0,1,866,0,0,1,0,1,1,0,0.1421
609,26,10,126392.18,1,0,43651.49,0,1,494,1,0,0,0,0,1,0,0.1761
803,28,3,0.0,2,1,159654.0,0,5,570,0,0,0,0,0,1,0,0.0262
556,40,9,129860.37,1,0,17992.94,0,4,332,0,0,0,0,0,0,0,0.4174
531,53,5,127642.44,1,1,141501.45,1,3,341,0,0,1,0,0,0,1,0.8197
411,35,2,0.0,2,1,93825.78,0,3,639,0,1,0,0,0,0,0,0.1044
587,44,5,125584.17,2,1,41852.24,1,5,228,0,0,1,1,0,0,1,0.5722
683,56,7,50911.21,3,0,97629.31,1,2,655,0,0,0,0,1,1,1,0.9486
654,29,2,91955.61,1,1,37065.66,0,2,375,0,0,0,0,0,1,0,0.1322
670,36,2,84266.44,2,0,38614.69,0,5,508,0,0,1,1,0,0,0,0.1617
655,36,2,147149.59,1,1,87816.86,0,5,680,1,0,0,0,0,0,0,0.1964
752,36,7,0.0,2,1,184866.86,0,1,777,0,1,0,0,0,0,0,0.0626
534,23,5,104822.45,1,0,160176.47,0,5,915,0,0,1,0,0,0,0,0.2091
635,42,1,146766.72,2,0,164357.1,0,1,843,0,0,1,0,0,1,0,0.277
491,70,6,148745.92,2,1,17818.33,0,2,743,0,1,0,1,0,1,0,0.2989
516,27,9,0.0,1,1,142680.64,1,2,445,1,0,0,0,0,1,0,0.3149
530,48,0,0.0,1,1,85081.09,0,2,737,0,1,0,0,0,0,1,0.7879
687,35,3,0.0,2,1,176450.19,0,2,508,0,0,1,0,1,1,0,0.0399
684,41,6,135203.81,2,1,121967.88,0,3,682,0,0,0,0,0,0,0,0.3872
706,23,2,93301.97,2,0,127187.04,0,5,963,0,1,0,1,0,1,0,0.0891
490,33,5,96341.0,2,0,108313.34,0,1,707,0,0,0,1,0,1,0,0.1089
796,44,8,165326.2,1,1,57205.55,0,2,582,0,0,0,0,0,1,1,0.5583
849,27,0,0.0,2,0,157891.86,0,1,626,0,0,1,0,0,1,0,0.0593
779,41,10,99786.2,1,1,86927.53,0,4,341,0,0,0,0,0,0,0,0.4378
794,22,4,114440.24,1,1,107753.07,0,4,226,0,0,1,0,1,0,0,0.1537
748,36,4,141573.55,1,1,82158.14,0,3,499,0,0,1,0,1,1,0,0.1845
663,22,9,0.0,1,1,29135.89,1,5,590,0,0,0,0,1,0,0,0.4313
645,55,1,133676.65,1,0,17095.49,0,5,557,0,0,1,0,1,0,1,0.5178
464,33,10,147493.7,2,1,100447.53,0,4,801,0,0,0,0,0,0,0,0.1717
737,54,9,0.0,1,1,83470.4,1,5,987,0,1,0,0,0,1,1,0.5019
590,29,4,0.0,2,1,121846.81,0,1,339,0,0,1,0,0,0,0,0.0532
522,37,3,95022.57,1,1,129107.59,0,3,534,0,0,1,1,0,0,0,0.4609
648,34,3,0.0,1,1,54726.43,0,1,525,0,1,0,0,0,0,0,0.3706
754,37,6,0.0,1,1,116141.72,0,5,495,0,0,1,0,0,1,0,0.3862
669,50,4,149713.61,3,1,124872.42,1,4,329,0,1,0,0,0,1,1,0.9029
648,43,1,107963.38,1,0,186438.86,1,2,463,0,1,0,1,0,0,1,0.8241
763,40,3,0.0,2,1,134281.11,0,3,525,1,0,0,0,0,1,0,0.0656
790,32,3,0.0,1,1,91044.47,0,5,730,1,0,0,0,1,1,0,0.2267
581,37,7,0.0,2,1,74320.75,0,1,754,0,0,1,0,0,1,0,0.0339
703,43,8,0.0,2,1,9704.66,0,3,880,0,1,0,0,0,1,0,0.1353
571,33,9,102017.25,2,0,128600.49,0,4,798,1,0,0,0,0,0,0,0.148
657,27,8,0.0,2,0,6468.24,0,2,354,1,0,0,0,1,0,0,0.093
737,44,7,0.0,2,0,57898.58,0,2,315,0,1,0,0,0,1,0,0.1416
793,29,8,96674.55,2,0,192120.66,0,4,558,0,0,0,0,1,1,0,0.1189
783,44,3,81811.71,1,1,164213.53,1,5,611,0,0,0,0,1,0,1,0.633
